"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
189,686752,"Pepiot, Ryan",737,25.6,0.107,0.036,0.176,0.143,0.196,0.227,0.133,3,28,86.4,22,2374,86.8,87.29,20,69,120,0.5,6.62,112,158,127,150,294,316,297
188,623485,"Goudeau, Ashton",939,20,0.233,0.14,0.243,0.372,0.293,0.223,0.172,10,43,86.8,7.1,1498,85,85.4,25,96,92,0.4000000000000057,6.45,114,151,123,150,298,328,306
187,605182,"Clevinger, Mike",1931,9.7,0.2,0.257,0.154,0.457,0.321,0.309,0.198,7,35,81.4,-0.3,1554,86.3,87.33,28,86,101,1,6.94,117,166,114,153,289,316,300
186,594798,"deGrom, Jacob",2166,8.6,0.156,0.067,0.304,0.222,0.185,0.207,0.186,7,45,88.8,0,1616,91.6,92.76,42,90,96,1.2000000000000028,6.88,117,158,115,152,295,327,301
184,676664,"Sears, JP",1079,17.1,0.204,0.093,0.222,0.296,0.241,0.308,0.246,11,54,89.2,18.7,1880,82.7,82.16,14,85,99,-0.5,6.31,106,150,117,147,304,323,290
182,642092,"Smith, Riley",1071,17,0.311,0.262,0.294,0.574,0.365,0.355,0.298,19,61,85.3,6.9,1938,86.5,86.38,13,107,75,-0.09999999999999432,6.33,112,151,116,151,303,333,305
182,669920,"Alexander, Jason",1160,15.7,0.289,0.289,0.286,0.578,0.398,0.329,0.253,13,45,83.4,7.6,1806,81.5,81.5,24,82,100,0,6.37,115,152,122,146,295,317,299
179,621383,"Banks, Tanner",897,20,0.213,0.064,0.237,0.277,0.223,0.272,0.25,10,47,88.1,2.9,1778,84.9,84.7,17,92,87,-0.20000000000000284,5.96,107,151,115,145,299,324,296
178,650911,"Sánchez, Cristopher",873,20.4,0.163,0.143,0.214,0.306,0.245,0.265,0.186,8,49,85.2,3.4,1896,84.5,85.47,30,81,97,1,7.03,107,151,117,146,299,323,283
178,572193,"Tepera, Ryan",1840,9.7,0.171,0.122,0.2,0.293,0.216,0.242,0.181,7,41,84.7,10.4,1310,86.2,86.35,28,75,102,0.20000000000000284,6.38,117,156,116,156,292,321,299
177,605151,"Bradley, Archie",1226,14.4,0.27,0.081,0.323,0.351,0.326,0.298,0.241,10,37,87.8,1.2,1372,85.6,86.32,16,75,102,0.7000000000000028,6.82,115,153,114,153,295,325,298
